id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,Loan Status Predicted
61311,30,189000,MORTGAGE,0.0,MEDICAL,B,20000,10.75,0.11,N,6,0
61312,27,53000,MORTGAGE,0.0,MEDICAL,B,15000,9.45,0.28,N,10,0
61313,40,108000,RENT,0.0,HOMEIMPROVEMENT,C,10000,14.27,0.09,N,11,0
61314,26,65935,RENT,1.0,EDUCATION,D,24250,15.33,0.37,N,3,1
61315,30,31150,RENT,4.0,MEDICAL,B,4000,11.49,0.13,N,10,0
61316,22,75000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,7600,6.03,0.1,N,2,0
61317,60,34000,RENT,2.0,MEDICAL,A,15075,7.88,0.45,N,21,1
61318,26,37000,RENT,6.0,EDUCATION,C,7400,13.11,0.2,N,3,0
61319,23,60000,RENT,0.0,EDUCATION,B,9000,11.89,0.15,N,4,0
61320,30,60000,RENT,8.0,MEDICAL,B,4800,11.48,0.08,N,5,0
61321,32,37000,RENT,1.0,PERSONAL,B,15000,11.83,0.41,N,8,1
61322,25,36000,RENT,2.0,MEDICAL,B,2500,9.25,0.07,N,3,0
61323,31,50000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,13.61,0.1,N,6,0
61324,25,42000,RENT,6.0,DEBTCONSOLIDATION,B,3000,12.69,0.07,N,2,0
61325,39,42000,RENT,0.0,MEDICAL,C,3600,13.06,0.09,N,12,0
61326,35,185000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,9500,7.74,0.05,N,5,0
61327,21,27500,RENT,0.0,PERSONAL,C,2200,13.92,0.08,N,2,0
61328,23,47000,RENT,3.0,MEDICAL,C,11000,12.68,0.24,Y,4,0
61329,24,42000,RENT,1.0,MEDICAL,A,8500,7.88,0.2,N,2,0
61330,24,36000,RENT,1.0,MEDICAL,B,1800,11.71,0.05,N,4,0
61331,30,48996,RENT,5.0,DEBTCONSOLIDATION,B,5000,12.18,0.1,N,7,0
61332,24,151000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,35000,7.9,0.23,N,2,0
61333,27,65000,RENT,5.0,HOMEIMPROVEMENT,A,15000,6.17,0.23,N,7,0
61334,30,100000,RENT,14.0,EDUCATION,D,30000,16.29,0.3,N,10,0
61335,23,65000,MORTGAGE,7.0,EDUCATION,B,10000,10.25,0.15,N,3,0
61336,26,38000,RENT,5.0,MEDICAL,A,12000,5.99,0.32,N,4,1
61337,24,36000,RENT,1.0,HOMEIMPROVEMENT,B,5000,9.99,0.14,N,4,1
61338,23,62000,MORTGAGE,5.0,EDUCATION,B,14000,10.62,0.24,N,2,0
61339,22,60000,RENT,5.0,PERSONAL,A,6000,7.14,0.1,N,3,0
61340,23,85000,RENT,3.0,EDUCATION,A,20000,6.17,0.24,N,4,0
61341,23,50000,RENT,2.0,EDUCATION,B,10000,10.95,0.2,N,3,0
61342,25,30000,RENT,0.0,MEDICAL,B,5000,9.91,0.17,N,2,0
61343,24,62500,RENT,8.0,EDUCATION,A,12000,6.62,0.19,N,3,0
61344,33,24000,RENT,4.0,MEDICAL,C,2000,14.27,0.08,Y,6,0
61345,22,67000,MORTGAGE,5.0,EDUCATION,B,10000,12.18,0.15,N,3,0
61346,31,100000,MORTGAGE,2.0,MEDICAL,B,15000,11.86,0.15,N,10,0
61347,23,48000,RENT,7.0,EDUCATION,B,14000,12.42,0.29,N,4,0
61348,24,42000,RENT,1.0,VENTURE,A,12000,6.62,0.29,N,2,0
61349,23,34000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,8000,11.11,0.24,N,3,0
61350,30,68000,RENT,5.0,HOMEIMPROVEMENT,B,20000,12.69,0.29,N,7,0
61351,32,29000,RENT,4.0,HOMEIMPROVEMENT,A,3000,6.99,0.1,N,6,1
61352,26,122000,MORTGAGE,10.0,PERSONAL,C,13600,13.57,0.11,Y,3,0
61353,25,66125,MORTGAGE,2.0,EDUCATION,A,4000,8.59,0.06,N,4,0
61354,26,72000,MORTGAGE,2.0,EDUCATION,A,14000,6.62,0.19,N,2,0
61355,35,65000,RENT,3.0,DEBTCONSOLIDATION,C,10000,12.99,0.15,N,10,0
61356,26,31200,RENT,2.0,MEDICAL,A,5000,7.9,0.16,N,2,0
61357,26,110004,MORTGAGE,10.0,MEDICAL,A,12000,5.42,0.11,N,2,0
61358,22,24000,RENT,0.0,MEDICAL,B,10000,11.14,0.42,N,3,1
61359,22,60000,MORTGAGE,5.0,MEDICAL,B,9000,11.83,0.15,N,2,0
61360,29,42000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,12000,13.49,0.29,Y,8,0
61361,25,60000,RENT,8.0,PERSONAL,C,6400,13.47,0.11,N,3,0
61362,34,42000,RENT,0.0,MEDICAL,B,7000,9.99,0.17,N,10,0
61363,22,30000,RENT,2.0,MEDICAL,D,4000,14.74,0.13,N,4,1
61364,22,36000,RENT,5.0,EDUCATION,B,4800,11.99,0.13,N,2,0
61365,23,50000,MORTGAGE,5.0,EDUCATION,A,10000,8.9,0.2,N,2,0
61366,34,105000,MORTGAGE,0.0,EDUCATION,A,6000,9.32,0.06,N,7,0
61367,43,70000,MORTGAGE,4.0,PERSONAL,A,10000,7.88,0.14,N,11,0
61368,27,45000,RENT,2.0,MEDICAL,B,10000,12.18,0.22,N,8,0
61369,34,80000,RENT,6.0,PERSONAL,A,14000,8.49,0.17,N,9,0
61370,30,42000,RENT,8.0,VENTURE,A,8000,7.51,0.19,N,8,0
61371,29,70000,RENT,3.0,EDUCATION,A,6000,8.49,0.09,N,9,0
61372,37,75000,RENT,8.0,EDUCATION,C,10000,14.22,0.13,Y,12,0
61373,24,85500,RENT,0.0,DEBTCONSOLIDATION,C,12000,13.11,0.14,N,4,0
61374,28,130000,MORTGAGE,9.0,MEDICAL,A,24000,6.54,0.18,N,8,0
61375,27,60000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,10000,12.53,0.17,Y,6,0
61376,30,52000,RENT,1.0,MEDICAL,C,10000,14.79,0.19,N,6,0
61377,33,120000,MORTGAGE,2.0,MEDICAL,A,10000,7.88,0.08,N,9,0
61378,27,60000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,15000,9.99,0.25,N,5,0
61379,27,44000,RENT,1.0,DEBTCONSOLIDATION,A,16000,6.91,0.38,N,8,1
61380,22,41600,MORTGAGE,2.0,EDUCATION,B,23500,11.48,0.06,N,4,0
61381,23,39700,RENT,8.0,PERSONAL,E,16000,16.82,0.41,N,2,1
61382,26,90000,RENT,10.0,PERSONAL,B,18000,10.99,0.2,N,3,0
61383,21,50000,RENT,5.0,DEBTCONSOLIDATION,A,8800,6.17,0.18,N,2,0
61384,46,74004,OWN,2.0,EDUCATION,B,15000,11.89,0.2,N,14,0
61385,22,70000,RENT,6.0,EDUCATION,A,10000,6.62,0.14,N,3,0
61386,28,55000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,5400,7.29,0.1,N,10,0
61387,32,48000,OWN,3.0,EDUCATION,B,4000,11.86,0.08,N,9,0
61388,26,49000,MORTGAGE,3.0,VENTURE,B,6000,8.88,0.12,N,3,0
61389,22,60000,RENT,3.0,EDUCATION,B,8000,10.75,0.13,N,2,0
61390,27,90000,RENT,1.0,VENTURE,A,10000,8.9,0.11,N,8,0
61391,22,56400,MORTGAGE,2.0,VENTURE,B,20000,11.48,0.35,N,3,0
61392,26,140004,MORTGAGE,9.0,PERSONAL,A,15000,7.88,0.11,N,2,0
61393,23,150000,MORTGAGE,2.0,EDUCATION,B,6000,9.63,0.04,N,4,0
61394,35,80000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,5000,11.99,0.06,N,5,0
61395,28,40000,RENT,5.0,VENTURE,D,2000,14.59,0.05,N,9,0
61396,35,86000,MORTGAGE,5.0,PERSONAL,A,18200,8.9,0.21,N,9,0
61397,25,85000,RENT,4.0,HOMEIMPROVEMENT,B,12000,10.99,0.14,N,4,0
61398,25,200004,MORTGAGE,3.0,VENTURE,C,3000,13.92,0.01,Y,4,0
61399,23,65000,RENT,5.0,VENTURE,A,6000,7.51,0.09,N,4,0
61400,22,32000,RENT,1.0,DEBTCONSOLIDATION,C,7000,12.87,0.22,Y,2,0
61401,29,42000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,4000,11.49,0.1,N,8,0
61402,27,70000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,8000,12.61,0.11,Y,5,0
61403,31,95000,RENT,3.0,HOMEIMPROVEMENT,B,10000,10.65,0.11,N,6,0
61404,34,150000,OWN,0.0,EDUCATION,A,10000,7.74,0.07,N,7,0
61405,23,33000,MORTGAGE,0.0,EDUCATION,A,1000,7.68,0.03,N,3,0
61406,31,200000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5500,10.99,0.03,N,10,0
61407,22,85000,RENT,0.0,EDUCATION,C,6000,11.78,0.07,Y,2,0
61408,30,60000,RENT,12.0,DEBTCONSOLIDATION,A,18000,8.49,0.3,N,8,0
61409,26,135000,MORTGAGE,10.0,PERSONAL,A,10500,7.29,0.08,N,3,0
61410,23,49000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,6300,15.27,0.13,N,3,1
61411,23,32000,RENT,0.0,EDUCATION,C,7200,15.27,0.23,Y,4,0
61412,23,60000,MORTGAGE,4.0,EDUCATION,B,6000,10.99,0.1,N,4,0
61413,27,56500,MORTGAGE,11.0,VENTURE,B,4000,11.49,0.07,N,6,0
61414,38,36000,RENT,2.0,VENTURE,C,14000,12.73,0.39,Y,16,1
61415,25,36000,RENT,3.0,EDUCATION,B,13750,11.71,0.38,N,4,1
61416,22,57600,MORTGAGE,5.0,PERSONAL,B,10000,10.0,0.17,N,2,0
61417,23,40000,RENT,0.0,MEDICAL,A,5000,6.54,0.13,N,3,0
61418,30,34320,RENT,1.0,DEBTCONSOLIDATION,B,11500,11.49,0.34,N,5,1
61419,29,60000,MORTGAGE,4.0,MEDICAL,A,7200,7.29,0.12,N,10,0
61420,28,90000,OWN,3.0,PERSONAL,B,12000,12.53,0.13,N,9,0
61421,30,65000,MORTGAGE,3.0,EDUCATION,A,12750,7.29,0.2,N,10,0
61422,28,52000,RENT,2.0,EDUCATION,B,3000,11.49,0.06,N,8,0
61423,29,102000,MORTGAGE,11.0,MEDICAL,A,15000,5.42,0.15,N,7,0
61424,26,60000,MORTGAGE,4.0,EDUCATION,B,10000,9.99,0.17,N,2,0
61425,30,65004,OWN,4.0,EDUCATION,B,4800,11.86,0.07,N,10,0
61426,23,30000,RENT,1.0,MEDICAL,A,9600,7.51,0.3,N,2,0
61427,35,60000,MORTGAGE,5.0,EDUCATION,B,6000,10.99,0.1,N,7,0
61428,44,58000,MORTGAGE,0.0,PERSONAL,C,18000,13.57,0.31,Y,12,0
61429,28,35000,RENT,2.0,PERSONAL,A,6200,9.63,0.18,N,5,0
61430,24,83004,MORTGAGE,6.0,DEBTCONSOLIDATION,B,8000,11.86,0.1,N,2,0
61431,35,24000,RENT,14.0,MEDICAL,B,8000,11.14,0.33,N,6,1
61432,27,110000,MORTGAGE,0.0,PERSONAL,B,20000,10.74,0.18,N,7,0
61433,27,110000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,15000,11.71,0.14,N,7,0
61434,36,32000,RENT,4.0,MEDICAL,D,14500,14.59,0.45,Y,12,1
61435,26,90000,MORTGAGE,10.0,MEDICAL,B,9500,12.69,0.1,N,2,0
61436,21,29000,RENT,3.0,VENTURE,B,6000,10.95,0.21,N,2,0
61437,23,65000,MORTGAGE,7.0,MEDICAL,C,16000,12.73,0.25,Y,4,0
61438,35,70000,OWN,11.0,PERSONAL,A,8000,6.62,0.11,N,9,0
61439,24,53004,RENT,9.0,EDUCATION,B,20000,10.25,0.38,N,2,1
61440,24,55000,RENT,0.0,MEDICAL,E,5000,17.39,0.09,Y,4,1
61441,23,59827,MORTGAGE,7.0,PERSONAL,B,14000,12.21,0.24,N,3,0
61442,32,48000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,4000,7.14,0.08,N,7,0
61443,23,52800,RENT,3.0,PERSONAL,B,4800,9.91,0.09,N,3,0
61444,23,85000,MORTGAGE,6.0,VENTURE,A,7750,7.29,0.09,N,2,0
61445,22,75000,RENT,6.0,PERSONAL,C,2000,13.43,0.03,N,4,0
61446,23,50000,RENT,6.0,PERSONAL,C,10000,15.96,0.2,Y,2,0
61447,35,130000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,7000,9.25,0.05,N,9,0
61448,22,67500,RENT,2.0,VENTURE,C,3000,14.65,0.04,N,3,0
61449,26,55000,MORTGAGE,6.0,VENTURE,A,9250,8.49,0.16,N,2,0
61450,30,138000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,9600,7.51,0.07,N,6,0
61451,24,50000,OWN,5.0,MEDICAL,C,7500,13.49,0.15,Y,2,0
61452,22,92004,MORTGAGE,6.0,DEBTCONSOLIDATION,B,7700,10.99,0.09,N,2,0
61453,42,48000,RENT,8.0,EDUCATION,A,4000,6.99,0.08,N,13,0
61454,22,52500,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,5.79,0.12,N,4,0
61455,32,35000,MORTGAGE,2.0,MEDICAL,A,3200,5.99,0.09,N,8,0
61456,33,65004,RENT,14.0,MEDICAL,A,8000,7.68,0.12,N,7,0
61457,28,85000,RENT,2.0,EDUCATION,B,6800,10.65,0.08,N,10,0
61458,25,40000,RENT,5.0,MEDICAL,A,6000,7.51,0.15,N,2,0
61459,46,84000,MORTGAGE,8.0,EDUCATION,A,7500,7.88,0.09,N,15,0
61460,27,63996,RENT,7.0,EDUCATION,A,14000,7.88,0.24,N,10,0
61461,23,62000,MORTGAGE,6.0,EDUCATION,A,15000,7.49,0.24,N,4,0
61462,21,15600,RENT,0.0,PERSONAL,A,2000,7.9,0.13,N,3,0
61463,24,38000,RENT,0.0,PERSONAL,B,12000,11.89,0.32,N,4,1
61464,22,35652,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10800,8.88,0.3,N,2,0
61465,27,60000,MORTGAGE,8.0,PERSONAL,C,6000,12.99,0.1,Y,6,0
61466,27,43000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,9000,13.57,0.21,N,7,0
61467,34,45000,RENT,4.0,EDUCATION,A,10000,7.51,0.22,N,8,0
61468,30,75000,RENT,3.0,MEDICAL,B,3000,10.62,0.04,N,7,0
61469,36,74000,MORTGAGE,11.0,PERSONAL,B,7800,11.99,0.11,N,12,0
61470,35,69528,MORTGAGE,20.0,VENTURE,A,6000,8.94,0.09,N,9,0
61471,22,65000,MORTGAGE,5.0,EDUCATION,A,10000,5.79,0.15,N,2,0
61472,24,60000,RENT,3.0,MEDICAL,B,10000,9.99,0.17,N,4,0
61473,26,42000,MORTGAGE,4.0,VENTURE,B,8975,10.99,0.22,N,2,0
61474,38,58000,RENT,12.0,HOMEIMPROVEMENT,C,17500,13.11,0.3,Y,11,0
61475,22,41124,MORTGAGE,6.0,EDUCATION,A,6000,7.49,0.15,N,4,0
61476,26,50004,OWN,2.0,MEDICAL,D,12000,14.09,0.24,N,2,0
61477,53,57504,MORTGAGE,23.0,PERSONAL,B,10000,10.08,0.17,N,18,0
61478,35,24996,RENT,2.0,DEBTCONSOLIDATION,B,7000,11.26,0.28,N,8,0
61479,26,108000,RENT,11.0,VENTURE,A,28000,8.49,0.26,N,2,0
61480,33,24000,RENT,2.0,MEDICAL,A,5000,7.51,0.21,N,6,0
61481,27,97000,RENT,11.0,EDUCATION,C,3000,13.49,0.03,N,9,0
61482,25,95000,RENT,4.0,HOMEIMPROVEMENT,C,10000,15.23,0.11,N,4,0
61483,27,70000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,8000,7.88,0.11,N,5,0
61484,25,75000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,10000,7.88,0.13,N,2,0
61485,34,126000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,12000,5.79,0.1,N,6,0
61486,40,96050,MORTGAGE,5.0,MEDICAL,E,10000,16.77,0.1,N,15,1
61487,27,102000,RENT,4.0,DEBTCONSOLIDATION,A,10800,7.51,0.11,N,7,0
61488,27,47000,RENT,11.0,DEBTCONSOLIDATION,B,15000,10.37,0.32,N,10,1
61489,22,56000,MORTGAGE,6.0,PERSONAL,A,10000,7.9,0.18,N,2,0
61490,28,60000,RENT,3.0,PERSONAL,C,14000,13.23,0.23,N,7,0
61491,36,36000,RENT,6.0,DEBTCONSOLIDATION,B,10000,10.65,0.28,N,12,0
61492,28,90000,MORTGAGE,5.0,PERSONAL,A,6000,7.74,0.07,N,5,0
61493,24,28800,RENT,4.0,EDUCATION,A,5000,7.51,0.17,N,4,0
61494,29,94500,MORTGAGE,2.0,PERSONAL,A,12000,6.62,0.13,N,7,0
61495,27,57996,RENT,11.0,HOMEIMPROVEMENT,B,8000,12.21,0.14,N,10,0
61496,22,42000,RENT,6.0,MEDICAL,A,3000,7.51,0.07,N,3,0
61497,37,50000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,2000,6.39,0.04,N,16,0
61498,26,55000,MORTGAGE,3.0,MEDICAL,A,5000,6.76,0.09,N,2,0
61499,25,50000,RENT,4.0,PERSONAL,B,10000,9.99,0.2,N,4,0
61500,24,98004,MORTGAGE,8.0,DEBTCONSOLIDATION,A,10000,8.59,0.1,N,4,0
61501,29,52000,RENT,2.0,PERSONAL,B,4500,12.53,0.09,N,8,0
61502,26,120000,RENT,10.0,HOMEIMPROVEMENT,B,3600,12.69,0.03,N,3,0
61503,22,72000,MORTGAGE,0.0,EDUCATION,C,10000,13.49,0.14,Y,2,0
61504,22,55000,MORTGAGE,2.0,EDUCATION,B,4800,11.89,0.09,N,4,0
61505,27,100000,MORTGAGE,11.0,DEBTCONSOLIDATION,D,12000,15.62,0.12,Y,9,1
61506,23,28800,RENT,1.0,EDUCATION,A,2000,6.54,0.07,N,2,0
61507,27,120000,RENT,3.0,PERSONAL,C,6000,13.98,0.05,N,10,0
61508,29,58896,OWN,10.0,EDUCATION,A,3000,6.76,0.05,N,10,0
61509,30,44000,RENT,5.0,HOMEIMPROVEMENT,C,5000,13.23,0.11,N,7,1
61510,24,35000,RENT,0.0,MEDICAL,A,5000,5.42,0.14,N,4,0
61511,27,106000,RENT,11.0,MEDICAL,A,10000,5.42,0.09,N,6,0
61512,28,31131,RENT,0.0,MEDICAL,E,3000,17.56,0.1,Y,5,1
61513,28,35004,MORTGAGE,6.0,DEBTCONSOLIDATION,A,4000,7.14,0.11,N,6,0
61514,34,125000,RENT,18.0,MEDICAL,A,14400,6.03,0.12,N,8,0
61515,39,45000,RENT,9.0,EDUCATION,C,8650,14.22,0.19,Y,15,0
61516,36,70000,RENT,5.0,DEBTCONSOLIDATION,B,20000,11.83,0.29,N,16,0
61517,21,50000,MORTGAGE,1.0,EDUCATION,A,5000,5.42,0.1,N,3,0
61518,29,75000,RENT,8.0,VENTURE,D,12000,17.27,0.16,N,9,0
61519,23,27000,MORTGAGE,0.0,EDUCATION,A,3500,7.4,0.13,N,3,0
61520,28,50100,RENT,2.0,DEBTCONSOLIDATION,C,6000,14.79,0.12,N,9,0
61521,44,55000,MORTGAGE,12.0,VENTURE,A,20000,7.88,0.36,N,13,0
61522,21,31200,RENT,0.0,EDUCATION,B,8000,12.18,0.26,N,4,0
61523,24,45000,OWN,3.0,MEDICAL,A,11000,7.29,0.25,N,3,0
61524,23,54504,RENT,1.0,VENTURE,D,20000,15.62,0.37,N,3,1
61525,24,45000,RENT,4.0,PERSONAL,B,6000,10.59,0.13,N,2,0
61526,24,40000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,5000,6.17,0.13,N,4,0
61527,26,30000,RENT,1.0,EDUCATION,B,4000,10.25,0.13,N,3,0
61528,24,55000,RENT,8.0,PERSONAL,B,5000,9.91,0.09,N,3,0
61529,37,60000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,8000,13.61,0.13,N,17,0
61530,26,45000,RENT,5.0,PERSONAL,A,10400,8.94,0.23,N,4,0
61531,28,95000,MORTGAGE,9.0,PERSONAL,A,15000,7.51,0.16,N,5,0
61532,22,34000,RENT,6.0,DEBTCONSOLIDATION,B,12000,10.39,0.35,N,4,1
61533,29,68848,MORTGAGE,7.0,PERSONAL,B,2400,10.65,0.03,N,8,0
61534,33,33000,RENT,6.0,VENTURE,D,1000,16.29,0.03,Y,5,0
61535,24,90000,RENT,5.0,PERSONAL,D,15000,15.33,0.17,N,4,0
61536,25,80000,MORTGAGE,3.0,PERSONAL,A,5000,5.42,0.06,N,4,0
61537,41,50000,RENT,17.0,PERSONAL,A,6000,7.49,0.12,N,11,0
61538,22,48000,RENT,7.0,VENTURE,B,11000,12.69,0.23,N,3,0
61539,32,65000,MORTGAGE,4.0,MEDICAL,B,7000,11.49,0.11,N,8,0
61540,23,78000,RENT,4.0,VENTURE,B,3000,12.42,0.04,N,2,0
61541,23,29000,RENT,2.0,MEDICAL,B,1500,12.42,0.05,N,3,0
61542,24,120000,OWN,3.0,EDUCATION,A,5000,5.42,0.04,N,2,0
61543,22,50000,RENT,3.0,EDUCATION,A,10000,6.03,0.2,N,3,0
61544,30,40000,MORTGAGE,14.0,VENTURE,A,6000,5.42,0.15,N,8,0
61545,23,44000,RENT,1.0,EDUCATION,C,8000,13.49,0.18,Y,3,0
61546,27,31200,RENT,4.0,MEDICAL,B,8000,9.91,0.26,N,10,0
61547,28,24000,RENT,0.0,MEDICAL,C,5000,14.72,0.21,Y,5,0
61548,22,60000,MORTGAGE,6.0,EDUCATION,A,7000,6.99,0.12,N,4,0
61549,30,65000,RENT,3.0,EDUCATION,B,7500,10.95,0.12,N,8,0
61550,27,37000,RENT,3.0,EDUCATION,B,7000,10.75,0.19,N,7,0
61551,29,42000,MORTGAGE,4.0,MEDICAL,A,3500,6.03,0.09,N,6,0
61552,32,75000,RENT,3.0,HOMEIMPROVEMENT,A,10000,5.79,0.13,N,10,0
61553,22,67500,RENT,4.0,MEDICAL,C,7200,11.97,0.1,N,2,0
61554,25,70000,MORTGAGE,9.0,VENTURE,A,3000,5.99,0.04,N,4,0
61555,25,35000,OWN,2.0,MEDICAL,B,2500,10.75,0.07,N,2,0
61556,39,71040,MORTGAGE,0.0,EDUCATION,F,15000,18.53,0.21,N,11,0
61557,22,30000,RENT,3.0,DEBTCONSOLIDATION,D,6000,15.2,0.2,Y,3,1
61558,26,64000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9600,5.99,0.15,N,3,0
61559,35,50000,RENT,5.0,VENTURE,B,6000,11.49,0.12,N,5,0
61560,34,55000,MORTGAGE,3.0,VENTURE,B,3250,11.86,0.06,N,7,0
61561,21,40000,MORTGAGE,5.0,VENTURE,B,4000,10.62,0.1,N,4,0
61562,30,64000,MORTGAGE,11.0,EDUCATION,A,12000,6.99,0.19,N,10,0
61563,26,72000,MORTGAGE,3.0,PERSONAL,B,15000,9.88,0.21,N,2,0
61564,23,70553,RENT,7.0,MEDICAL,D,15000,17.58,0.21,Y,3,1
61565,35,75573,RENT,9.0,HOMEIMPROVEMENT,B,18000,10.39,0.24,N,7,0
61566,22,60000,RENT,6.0,EDUCATION,C,4000,13.47,0.07,Y,2,0
61567,21,42000,RENT,3.0,DEBTCONSOLIDATION,C,7200,15.27,0.17,Y,3,0
61568,28,250000,RENT,0.0,EDUCATION,C,25000,13.8,0.1,N,6,0
61569,46,60000,MORTGAGE,6.0,EDUCATION,C,8000,13.23,0.13,N,13,0
61570,40,95000,MORTGAGE,9.0,HOMEIMPROVEMENT,C,12000,13.57,0.13,N,16,0
61571,22,60000,RENT,2.0,VENTURE,C,12000,13.11,0.2,N,4,0
61572,29,60000,RENT,13.0,MEDICAL,C,5000,13.98,0.08,N,10,0
61573,29,72000,RENT,1.0,PERSONAL,B,16000,11.11,0.22,N,5,0
61574,26,57600,RENT,2.0,VENTURE,A,9000,6.92,0.15,N,3,0
61575,24,72000,MORTGAGE,8.0,PERSONAL,B,15000,9.99,0.21,N,4,0
61576,29,70000,RENT,5.0,VENTURE,B,8400,10.0,0.12,N,6,0
61577,27,42000,RENT,2.0,MEDICAL,B,10000,11.99,0.24,N,8,0
61578,22,34000,OWN,1.0,PERSONAL,B,4000,11.14,0.12,N,2,0
61579,30,60000,MORTGAGE,7.0,PERSONAL,C,3000,12.23,0.05,Y,5,0
61580,29,140000,RENT,0.0,VENTURE,C,8400,12.53,0.06,Y,9,0
61581,23,92004,RENT,6.0,PERSONAL,B,30000,10.38,0.33,N,4,1
61582,36,45000,OWN,11.0,HOMEIMPROVEMENT,D,18000,14.96,0.4,N,11,0
61583,28,36000,MORTGAGE,4.0,PERSONAL,B,7000,11.36,0.19,N,5,0
61584,24,65000,MORTGAGE,6.0,PERSONAL,A,8000,6.03,0.12,N,3,0
61585,44,55000,MORTGAGE,11.0,PERSONAL,A,6400,7.51,0.12,N,11,0
61586,27,60000,RENT,0.0,EDUCATION,B,12000,10.37,0.2,N,10,0
61587,23,90000,MORTGAGE,5.0,PERSONAL,A,25000,7.49,0.28,N,4,0
61588,30,38004,OWN,11.0,HOMEIMPROVEMENT,A,10000,7.88,0.26,N,5,0
61589,24,45000,MORTGAGE,3.0,VENTURE,B,4000,10.75,0.09,N,4,0
61590,27,46000,MORTGAGE,7.0,VENTURE,B,9000,12.69,0.19,N,6,0
61591,22,36000,MORTGAGE,6.0,EDUCATION,A,7125,7.9,0.19,N,3,0
61592,24,75000,MORTGAGE,8.0,MEDICAL,B,7000,9.91,0.09,N,2,0
61593,22,74000,MORTGAGE,7.0,EDUCATION,B,10000,12.42,0.14,N,2,0
61594,39,50000,RENT,6.0,VENTURE,A,6400,7.49,0.13,N,13,0
61595,30,120000,MORTGAGE,11.0,EDUCATION,A,10000,7.51,0.08,N,8,0
61596,23,51996,MORTGAGE,2.0,MEDICAL,D,7500,15.58,0.14,N,4,1
61597,26,55000,RENT,0.0,PERSONAL,A,10000,8.0,0.18,N,3,0
61598,29,52800,RENT,1.0,VENTURE,C,5600,10.91,0.11,N,6,0
61599,22,55000,RENT,6.0,PERSONAL,A,9575,6.62,0.18,N,2,0
61600,37,105000,MORTGAGE,21.0,PERSONAL,B,20000,11.11,0.19,N,13,0
61601,24,33600,MORTGAGE,5.0,PERSONAL,B,9000,9.63,0.27,N,3,0
61602,30,150000,MORTGAGE,11.0,VENTURE,C,15000,12.84,0.1,Y,10,0
61603,36,85000,MORTGAGE,4.0,PERSONAL,A,8000,7.88,0.09,N,12,0
61604,29,90000,RENT,13.0,HOMEIMPROVEMENT,A,12000,6.91,0.13,N,10,0
61605,30,70000,RENT,0.0,DEBTCONSOLIDATION,B,2400,11.49,0.03,N,8,0
61606,29,36000,RENT,0.0,MEDICAL,C,8000,13.06,0.22,Y,6,0
61607,27,80000,MORTGAGE,11.0,VENTURE,C,12000,13.85,0.15,Y,6,0
61608,22,36000,RENT,6.0,PERSONAL,A,12000,7.88,0.33,N,3,1
61609,32,37500,MORTGAGE,2.0,PERSONAL,C,10000,13.57,0.27,Y,5,0
61610,23,52000,RENT,1.0,VENTURE,B,9000,9.91,0.17,N,3,0
61611,29,74000,RENT,1.0,HOMEIMPROVEMENT,C,9000,13.92,0.12,N,5,0
61612,22,49500,MORTGAGE,2.0,EDUCATION,A,4000,6.62,0.08,N,3,0
61613,31,45000,RENT,14.0,MEDICAL,A,6000,8.63,0.13,N,5,0
61614,26,43000,RENT,9.0,MEDICAL,B,22000,11.58,0.51,N,3,1
61615,26,49000,OWN,10.0,VENTURE,D,12000,17.27,0.24,N,2,0
61616,33,60000,MORTGAGE,2.0,EDUCATION,C,8000,14.65,0.13,N,9,0
